X_x,X_y,labels
-0.5463329556654227,0.9599926366073089,0
0.48639810625472424,-0.8736689422457953,0
1.031745868774223,-0.8868066735026852,0
0.3767224215306921,0.45960170145861284,1
0.6036823426905094,0.21775817928400898,1
-0.005314176153413654,-0.44573116601654006,1
1.4255546133547068,-1.3214239319072305,0
1.0800242314855704,-0.5380996385828792,0
-1.289020194315607,0.24792175202978628,0
0.34355966616046135,-0.3788551337803426,1
-0.5973386122209219,0.9525000511210486,0
-0.23875655858736883,1.3180950018965014,0
-0.4419703673526561,-0.4750240127241826,0
0.15481251525757422,-0.07288900947177457,0
-0.9512358128073791,0.3993485479660125,0
-0.2833041831994857,-1.540179242371777,0
1.3157178289538958,0.4493395987115163,0
0.2801576339290517,1.135576199316782,0
0.6422759796011263,1.707363297614167,0
-0.17434817874105507,-0.15735011353099176,1
-0.8641823724964396,0.7946539536043182,0
-0.11370432667805364,-0.5671982247916117,0
-0.029363197712329037,-0.7341498243803801,1
1.1625019178415883,0.1922629733561619,0
1.44087960309801,0.5986278346003053,0
-0.578502958443017,-0.7843659839531727,1
-0.06414078607817511,0.026322664740368026,1
-0.8066569517347761,0.4771636538090742,0
-0.8283576981524625,0.24616570994099435,1
0.10242768834115579,0.8267458096283534,0
-0.24424046322503656,0.07026847689076837,1
0.759080009483082,0.7253518166912135,0
-0.48871014425360615,-0.5455300559074295,1
-0.43251192178163284,0.5325578150228646,1
0.1176680581287728,-0.06185328703406351,1
0.8498347492848157,0.3252976579338017,1
0.6606505440248649,0.6985386270091694,0
-0.3183578268014612,0.14268137671433642,1
0.5932995951359405,-0.09439593387182682,0
-0.4179864522361912,0.6020446098662151,1
1.101350388339387,-0.47652890974271356,0
0.44702755520024806,-0.4660545643967934,1
-0.350775351394626,-0.516702786712,1
0.7197631563626742,-0.7274692208106907,0
-0.5763015281648938,-0.7349407626708437,0
-0.5742450715067098,0.36299524989876114,0
-0.7041573600476556,-1.1649574174565627,0
0.06668016668165822,-0.356026373850294,1
-0.013694588666332996,0.8296871037172997,0
-0.23127363475535007,-0.21518999557682608,1
0.7611156634951441,0.2993114148640371,1
1.0559267055132033,0.30315419935352184,0
-0.6816584200570355,-1.3358946614835596,0
0.6774225713807863,-0.617706738191074,0
-0.11676923651826299,-0.09621577683392948,1
-0.7563849349949221,0.8823965221384598,0
-0.26317029696639777,0.21919564565215496,1
0.6282203920182569,0.8260901293679074,0
-0.6618268110685579,-0.2522017605503993,0
-0.11158164570825348,-0.4701378480415608,1
-1.0506392044981903,0.42282167677274635,0
0.1453883413207385,-0.09856385510994337,1
0.17918917462761758,0.01177051007328754,1
-0.2623223161010102,-0.2852261855016588,1
-0.012228773544751631,-0.0030734996293148853,1
0.21905330926362274,0.1565041867307967,1
-0.008022667635146336,0.05101116790433301,1
-0.4666567210994836,-0.5141213832396809,1
-0.8700559202868232,1.089674656883597,0
-0.1869011079887695,-0.6332145380430761,1
0.707241710277168,0.9999681075010237,0
-0.24308268834085656,-0.1412437830243084,1
0.026655288215253287,-1.0523474811066698,0
0.06887509012964525,0.23030818956849503,1
-1.2936036595584621,0.4997749166300759,0
0.44260764093835475,0.04237710626383953,1
-0.2246791954097403,0.0382156382721133,1
-0.0928684764964791,0.26649013402908217,1
0.2864762609872068,-0.10406050472428183,1
-0.9348530809277358,-0.12580851587837555,0
0.6500173115567267,-0.17108857683019058,0
0.312619395907548,-1.10549815206066,0
0.145651028072028,0.3433096160134258,1
0.09594960668206554,-0.4601696274826218,1
-0.2055633871316431,0.6590437074877004,1
-0.25439470850729606,0.6376631390594066,1
1.2025258500474783,-0.5761193211497893,0
-0.787742367202686,0.7513129582788289,0
0.08102792471386462,-0.6046995499750647,1
0.006161301747063974,0.1380336991493705,1
-0.3776223015468827,-0.6121243426537972,0
0.8063550567471609,0.8546635335177043,0
0.14040980364488265,0.5740084643030847,1
-0.35093710442371584,-0.3966829150038612,1
0.41248309484171697,-0.5928407423789299,1
-0.007411168027904369,0.40580945428313187,1
0.15377165337574944,-0.23327089174622026,1
0.4164824496956112,0.5442911159879157,1
0.0802246843188012,0.4778073854072115,0
-0.7245695848909084,-1.3050319242850708,0
