X_x,X_y,labels
2.5152654304199293,1.1114393504213103,1
1.815598103875153,1.119697192646448,1
2.6963731610224833,0.6256321776271043,1
1.6728053061015404,0.6593005713406582,1
1.8959376071615694,5.185402589388561,0
0.5727938098809244,4.088055430524065,0
1.0626962212430218,5.176351431626175,0
0.44359862996842747,3.1153094465140336,0
1.9755391748807045,0.7189891322968999,1
-0.0018489296331316574,4.581456680763854,0
1.6974790983625732,0.866123282176209,1
1.130789312766103,0.9356208564581359,1
1.2021253972398727,3.6441468530978733,0
0.22459286251653932,4.770281540947536,0
2.113902502061791,1.247435867789913,1
0.49422428004219043,3.89005746079827,0
0.7019289837915643,0.28415955375657476,1
2.9352147507773845,1.4091948236146759,1
2.367906447304533,0.5521908780500973,1
2.5602462798770595,0.7479885118413675,1
1.6425649548156684,0.1692172180814645,1
0.18672563223958238,4.026836564559565,0
1.636065836078763,4.696945565881949,0
0.5143204338793053,4.62733684222348,0
2.130035294434726,5.1920962023090445,0
0.5947624315191664,4.70964730441629,0
1.8946273992964981,0.22085686105593272,1
1.1012350653926113,4.889770749338617,0
1.790713942057323,0.7294503628272314,1
0.45976417863483343,1.2614553745535653,1
0.2723960354779992,5.469960038837965,0
1.254712438591226,0.08963315645940362,1
2.601374866288433,1.087994589052718,1
1.4639610788223876,0.014562655459784746,1
0.9353251153517164,5.33179296043801,0
0.28778888709983363,4.04109530060173,0
1.6400376127622431,1.8194898924854155,1
1.5672489659103563,0.017809063256428503,1
1.1900899168511363,4.727731228363559,0
0.7675227889508035,4.397596708910778,0
0.8154680559756669,4.785261164926227,0
2.5192193078744376,0.1873352758219462,1
1.7674740330281093,1.2698786389440444,1
0.9593607415433021,4.56078644976664,0
1.0161804119763957,4.485270466092259,0
2.1404394194253458,0.7060666096508798,1
0.2139790794550549,4.885425352343197,0
0.8368568407639814,2.1363593767535285,1
1.689087953957876,4.4939528946033,0
3.410852891847389,0.8723093689415512,1
1.3419519667624606,0.5935738473587243,1
1.3222245685154597,4.178808074101593,0
1.255667542384771,3.382041115682056,0
0.9527003876099976,3.6029312288036714,0
2.1491714442121035,1.0369722816581022,1
0.6697869960051712,3.5954080169749427,0
2.2742116481149086,5.105704097110225,0
0.9825700909789874,5.375309623791891,0
1.868735818413795,0.9561037596992069,1
1.3608543659183658,0.7102883092625208,1
2.4715314130469572,0.8019195970501767,1
3.2288149063832945,1.1317196535506926,1
